Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
1036,1,0,1,4,0,3,12,0,4,2,9,4,5,7,0,0,3,2,1,2,1,0,2,1,4,2,1,2,0,3
1036,1,4,0,4,0,3,5,3,2,2,7,4,5,7,0,0,3,2,8,2,1,4,0,1,0,2,0,2,5,10
280,0,1,1,1,0,4,5,0,6,2,9,7,5,1,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,10
280,0,2,1,1,0,2,8,3,0,2,10,4,1,1,0,0,3,2,8,3,1,2,2,0,0,2,1,2,5,10
280,0,1,1,1,2,2,4,3,1,2,10,4,1,1,0,0,3,2,8,3,1,4,3,2,5,3,3,2,5,1
379,3,3,1,1,0,1,0,3,6,2,6,0,5,7,0,0,3,2,2,2,1,2,0,1,0,2,0,2,5,10
379,3,4,0,1,0,3,0,3,1,2,9,4,1,7,0,0,3,2,8,2,1,2,2,1,0,2,0,2,7,12
260,4,2,1,1,0,1,8,3,6,3,9,7,5,1,0,0,3,2,8,4,1,2,1,0,0,2,3,2,5,0
260,4,1,1,4,0,3,0,3,6,1,5,7,5,1,0,0,3,2,8,4,1,2,3,2,5,3,0,2,5,9
260,4,3,1,4,0,4,7,3,3,3,9,7,5,1,0,0,3,2,8,4,1,2,1,1,3,2,0,2,5,3
260,4,4,0,4,0,1,5,3,2,0,2,7,5,1,0,0,3,2,8,4,1,7,0,1,0,2,0,2,5,0
209,1,4,0,1,0,2,10,3,6,2,6,4,5,1,0,0,3,2,8,2,1,3,2,0,1,2,3,2,1,11
209,1,1,1,1,0,2,8,3,5,2,6,2,7,1,0,0,3,2,8,2,1,5,3,2,5,3,1,2,5,10
1009,5,0,1,1,0,0,14,0,6,2,6,2,0,1,0,3,3,2,2,1,1,2,0,1,0,2,7,5,5,10
16,6,3,1,1,0,6,7,3,1,3,7,4,7,1,0,0,2,2,8,3,2,2,0,1,0,2,3,2,5,17
16,6,3,1,4,0,0,8,3,1,3,7,4,5,1,0,0,2,2,8,3,2,2,0,1,0,2,0,2,5,10
16,6,4,0,7,0,2,10,3,5,2,9,2,5,1,0,0,2,2,8,3,2,2,3,2,5,3,0,2,5,6
16,6,4,0,1,2,0,9,3,6,3,7,2,5,1,0,0,2,2,8,3,2,2,0,1,0,2,0,2,5,9
358,6,0,1,4,0,2,5,3,4,3,7,4,6,1,0,0,3,2,6,2,1,2,3,2,5,3,0,2,5,11
358,6,1,1,4,0,1,8,3,2,3,7,2,5,1,0,0,3,2,8,2,1,2,0,1,1,2,3,2,5,0
982,6,1,1,4,0,1,5,0,2,2,7,4,5,7,0,0,3,3,8,2,1,2,3,2,5,3,0,2,5,0
982,6,2,1,4,0,2,8,3,1,2,7,0,6,7,0,0,3,3,2,2,1,2,3,2,5,3,0,2,5,7
666,2,1,1,4,2,4,3,3,6,2,7,2,5,7,0,3,0,2,8,1,2,2,0,1,0,1,7,5,5,10
666,2,1,1,2,0,4,17,3,1,3,2,2,5,7,0,3,0,2,8,1,2,2,3,2,5,3,3,2,5,1
600,2,0,1,4,0,6,7,3,2,3,7,4,5,1,0,0,0,2,8,1,4,4,0,1,1,2,0,2,5,1
600,2,0,1,4,0,4,17,1,1,3,4,2,5,1,0,0,0,2,2,1,4,2,2,1,3,2,0,2,1,9
600,2,0,1,4,0,1,10,3,6,2,9,0,5,1,0,0,0,2,2,1,4,3,3,2,5,3,0,2,5,2
600,2,0,1,4,0,1,13,0,3,2,7,2,5,1,0,0,0,2,8,1,4,4,0,0,0,2,2,2,5,0
695,6,0,1,4,0,2,5,3,6,2,6,2,5,7,0,3,0,4,8,2,1,2,0,0,0,2,1,2,5,9
695,6,1,1,1,0,2,5,3,6,2,4,5,5,7,0,3,0,4,2,2,1,2,3,2,5,3,0,2,5,16
985,6,1,1,7,2,2,11,3,0,2,4,0,5,0,0,0,3,2,2,2,1,2,3,2,5,3,3,2,5,0
985,6,3,1,4,0,2,0,3,6,2,7,2,5,0,0,0,3,2,8,2,1,2,0,1,1,2,0,2,5,1
114,3,1,1,4,2,2,0,1,3,3,3,2,5,7,0,0,3,2,8,3,1,2,0,0,0,2,7,5,5,16
114,3,2,1,3,0,1,0,3,5,3,6,1,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,14
114,3,0,1,4,0,2,11,3,1,2,2,4,5,7,0,0,3,2,2,3,1,2,0,1,1,2,0,2,5,13
958,6,1,1,4,0,4,4,1,2,2,3,4,7,1,0,0,3,2,8,2,1,2,0,0,0,2,3,2,5,12
958,6,0,1,4,0,0,8,3,3,2,6,7,5,1,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,1
61,6,0,1,1,0,1,4,3,1,2,7,2,0,7,0,0,3,2,8,2,1,4,0,1,1,2,0,2,5,9
61,6,3,1,1,0,1,8,3,0,3,6,4,5,7,0,0,3,2,6,2,1,7,2,0,1,2,0,2,5,0
990,6,0,1,1,0,2,13,3,1,3,6,2,7,1,0,0,3,2,8,1,1,4,3,2,5,3,3,2,5,11
334,6,1,1,4,0,2,4,3,6,2,7,0,3,0,0,0,3,2,8,2,1,4,0,1,3,2,0,2,5,10
334,6,1,1,7,4,6,17,3,0,2,6,4,6,0,0,0,3,2,1,2,1,7,0,1,0,2,3,2,5,12
99,5,2,1,4,0,3,17,3,6,2,9,4,5,1,0,0,3,2,8,1,1,2,2,1,0,2,0,2,6,10
857,0,0,1,4,0,3,5,3,5,3,7,2,5,1,0,0,0,2,8,2,1,2,0,1,0,2,0,2,5,10
857,0,1,1,4,2,3,7,3,1,3,6,0,5,1,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,9
417,4,4,0,4,0,7,7,3,2,3,6,4,7,1,0,0,3,2,8,3,1,2,1,1,1,2,0,2,5,1
417,4,0,1,4,0,2,0,4,6,3,6,7,5,1,0,0,3,2,2,3,1,9,0,1,0,2,0,2,5,11
417,4,1,1,4,0,1,7,3,2,2,7,2,6,1,0,0,3,2,8,3,1,2,3,2,5,3,7,5,5,9
945,1,1,1,1,0,2,0,3,6,2,2,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,7
945,1,1,1,4,0,1,10,3,5,2,4,4,5,7,0,0,3,2,8,2,1,2,0,0,1,2,0,2,5,16
875,3,3,1,2,2,2,5,3,0,2,6,0,5,1,0,3,3,2,8,1,1,2,0,1,1,2,7,5,5,14
141,6,1,1,4,0,3,17,3,5,2,2,4,5,7,0,3,3,4,2,2,1,2,0,1,0,2,3,2,5,1
141,6,0,1,4,0,1,0,3,6,3,6,4,5,7,0,3,3,4,8,2,1,3,1,0,0,2,0,2,5,8
566,0,1,1,1,0,1,17,3,6,2,6,7,5,0,0,0,3,2,2,2,1,2,3,2,5,3,0,2,5,13
566,0,1,1,2,2,3,5,3,6,3,9,2,5,0,0,0,3,2,8,2,1,2,0,1,0,2,3,2,5,0
769,3,4,0,1,0,0,17,3,2,3,6,2,5,0,0,0,0,2,6,1,1,9,3,2,5,3,0,2,5,1
348,4,2,1,4,0,3,5,3,2,3,9,4,5,1,0,0,3,2,8,2,1,2,0,1,1,2,1,2,5,11
348,4,2,1,7,4,6,15,3,1,3,6,0,5,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,15
94,3,2,1,4,2,2,5,3,1,2,6,0,5,6,0,0,3,2,8,2,1,2,2,0,0,2,0,2,1,0
94,3,1,1,0,0,2,5,4,6,2,7,2,5,6,0,0,3,2,8,2,1,2,0,0,0,2,7,5,5,12
1069,0,0,1,4,0,2,7,3,5,2,7,2,5,0,0,0,3,2,8,2,1,2,0,0,1,2,0,2,5,1
1069,0,1,1,4,0,3,14,3,3,2,9,2,5,0,0,0,3,2,1,2,1,2,0,1,1,2,0,2,5,10
486,2,0,1,4,0,0,14,3,5,3,2,2,5,1,2,0,3,2,6,2,2,3,3,2,5,3,0,2,5,11
486,2,0,1,4,0,1,5,0,5,2,2,0,5,1,0,0,3,2,8,2,2,2,0,1,2,2,0,2,5,10
967,1,0,1,4,0,4,5,3,1,2,9,0,5,7,0,0,3,2,6,1,1,2,3,2,5,3,7,5,5,12
994,6,1,1,4,0,3,7,3,6,2,6,2,6,7,0,0,3,2,8,2,2,2,0,1,0,1,0,2,5,13
994,6,0,1,4,0,0,0,3,2,2,6,2,6,7,0,0,3,2,8,2,2,2,3,2,5,3,1,2,5,3
466,3,1,1,0,0,2,17,3,1,3,9,2,5,0,0,0,3,2,8,4,5,3,0,1,1,2,7,5,5,0
466,3,3,1,4,0,2,15,3,2,3,2,7,5,0,0,0,3,2,4,4,5,2,2,1,1,1,0,2,5,3
466,3,3,1,1,2,4,5,3,6,3,7,2,5,0,0,0,3,2,8,4,5,4,2,0,1,2,7,5,5,0
466,3,3,1,7,4,6,7,3,6,3,6,2,5,0,0,0,3,2,2,4,5,4,0,1,0,2,0,2,5,12
466,3,0,1,4,0,3,0,3,6,3,7,2,5,0,0,0,3,2,8,4,5,2,2,0,0,2,0,2,5,10
466,3,0,1,4,4,6,11,3,6,3,7,2,5,0,0,0,3,2,8,4,5,2,0,1,2,2,3,2,5,1
467,1,0,1,4,0,0,14,3,6,3,14,6,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,1
467,1,2,1,4,2,1,0,0,1,3,9,2,9,7,0,0,3,2,1,3,1,2,0,1,0,2,1,2,5,2
467,1,0,1,7,0,7,5,3,4,3,2,4,5,7,0,0,3,2,8,3,1,4,3,2,5,3,0,2,5,10
1006,4,1,1,4,0,3,7,4,6,3,7,4,5,7,0,0,3,2,8,2,2,2,0,1,0,1,7,5,5,1
1006,4,1,1,4,2,1,10,3,5,3,7,1,5,7,0,0,3,2,8,2,2,1,1,0,0,2,0,2,5,0
1006,4,1,1,4,0,2,7,3,5,2,9,2,5,7,0,0,3,2,6,2,2,2,0,0,3,2,3,2,5,7
16,2,4,0,4,0,1,7,3,5,3,6,1,5,0,0,0,0,2,2,2,3,2,3,2,5,3,7,5,5,13
16,2,0,1,4,0,0,12,3,5,2,4,2,5,0,0,0,0,2,8,2,3,2,0,1,0,2,3,2,5,13
16,2,0,1,4,0,2,5,0,6,2,9,0,5,0,0,0,0,2,8,2,3,2,3,2,5,3,3,2,5,10
16,2,0,1,4,0,1,5,3,6,2,6,5,5,0,0,0,0,2,2,2,3,2,0,1,0,2,7,5,5,12
82,3,2,1,1,0,2,8,3,1,3,7,6,5,7,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,16
982,6,1,1,0,2,2,4,3,5,3,2,7,5,0,0,3,3,4,8,2,1,3,3,2,5,3,0,2,5,11
982,6,1,1,4,0,1,0,3,3,3,4,6,5,0,0,3,3,4,8,2,1,2,0,1,1,2,2,2,5,10
89,3,0,1,4,0,1,0,3,5,2,1,1,5,3,0,3,3,4,6,4,1,4,0,1,1,2,3,2,5,1
89,3,1,1,4,0,1,4,3,5,2,0,4,5,3,0,3,3,4,6,4,1,2,3,2,5,3,3,2,5,3
89,3,4,0,4,0,2,6,3,5,2,7,2,5,3,0,3,3,4,1,4,1,2,0,1,1,2,0,2,5,1
89,3,4,0,4,0,0,5,3,5,3,7,2,5,3,0,3,3,4,8,4,1,2,3,2,5,3,1,2,5,16
549,1,0,1,4,2,1,14,3,5,2,4,2,9,0,0,0,3,2,8,2,2,2,3,2,5,3,7,5,5,13
549,1,0,1,2,2,1,0,0,1,3,7,2,5,0,0,0,3,2,8,2,2,13,0,1,1,2,0,2,5,4
549,1,0,1,7,0,6,7,0,6,3,6,7,5,0,0,0,3,2,1,2,2,3,0,1,4,1,0,2,5,2
998,6,0,1,4,2,0,7,3,5,3,14,7,5,1,0,3,3,2,1,1,1,13,3,2,5,3,0,2,5,19
269,3,2,1,4,4,4,15,3,6,3,6,2,5,1,0,0,3,2,8,2,1,2,2,1,1,2,3,2,5,1
269,3,2,1,2,0,0,0,3,6,3,6,4,5,1,0,0,3,2,8,2,1,2,0,0,1,2,7,2,5,10
270,4,0,1,0,0,0,3,1,5,3,7,7,5,7,0,0,3,2,8,2,1,13,3,2,5,3,2,2,5,13
270,4,1,1,4,0,3,3,0,1,3,7,7,5,7,0,0,3,2,2,2,1,2,0,1,1,2,0,2,5,12
165,4,0,1,2,0,0,5,3,5,2,7,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,0
165,4,1,1,4,0,1,5,3,3,3,7,7,5,7,0,0,3,2,2,2,1,2,3,2,5,3,0,2,5,11
223,5,2,1,0,1,1,4,4,6,3,9,4,5,0,0,0,3,2,8,1,1,2,0,0,2,2,7,5,5,16
251,0,0,1,2,0,3,0,3,1,2,2,4,5,7,0,3,3,4,8,1,1,2,3,2,5,3,0,2,5,3
887,0,1,1,1,0,2,15,3,1,3,6,0,5,5,0,0,3,2,2,2,1,2,0,0,1,2,0,2,5,12
887,0,2,1,2,0,0,7,3,1,3,2,7,5,5,0,0,3,2,8,2,1,2,2,0,0,2,7,5,5,11
334,1,0,1,2,0,2,0,3,1,3,7,2,5,1,0,0,3,2,8,1,1,4,2,0,0,2,0,2,5,1
364,0,0,1,2,0,1,0,3,6,3,14,7,5,3,0,0,3,2,2,2,2,2,0,1,1,2,0,2,5,3
364,0,3,1,4,0,0,0,3,0,3,12,7,3,3,0,0,3,2,2,2,2,2,3,2,5,3,3,2,5,1
958,6,0,1,0,0,3,0,3,2,3,6,2,6,7,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,1
958,6,1,1,0,0,1,11,3,4,3,7,7,3,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,0
453,6,1,1,1,0,2,4,3,5,3,6,4,5,0,0,0,3,2,8,2,1,2,0,1,1,2,0,2,5,17
453,6,1,1,1,0,0,5,3,6,3,7,4,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3
982,6,1,1,4,0,6,5,3,1,3,7,2,5,1,0,0,3,2,8,2,1,3,0,0,0,2,0,2,5,10
982,6,1,1,7,4,6,14,3,6,3,6,4,5,1,0,0,3,2,8,2,1,2,0,0,0,2,0,2,5,3
481,3,1,1,1,0,2,7,3,6,2,7,0,5,7,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,0
588,4,1,1,4,0,1,0,3,6,3,2,7,5,7,0,0,3,2,8,2,1,2,0,1,0,2,7,5,5,12
588,4,1,1,4,0,2,8,3,6,2,6,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,1
719,0,0,1,2,0,1,6,3,3,2,6,2,5,7,0,0,0,2,8,1,1,2,0,1,0,2,7,5,5,10
202,1,2,1,4,0,0,0,3,1,3,7,4,7,0,0,0,3,2,8,2,3,2,3,2,5,3,0,2,5,9
202,1,2,1,4,0,0,8,3,1,3,9,4,5,0,0,0,3,2,8,2,3,2,3,2,5,3,2,2,5,9
202,1,0,1,4,0,2,6,3,5,2,9,4,5,0,0,0,3,2,8,2,3,2,0,1,1,2,3,2,5,10
948,0,0,1,3,0,7,14,3,2,1,14,2,5,0,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,10
948,0,1,1,4,0,2,5,3,5,1,7,7,5,0,0,0,3,2,8,2,1,2,3,2,5,3,7,5,5,10
731,2,0,1,4,0,0,15,3,5,2,6,6,3,1,0,0,0,2,8,3,1,2,3,2,5,3,3,2,5,11
731,2,1,1,4,0,1,0,0,5,2,12,0,5,1,0,0,0,2,8,3,1,2,0,0,0,2,7,5,5,3
731,2,1,1,4,0,3,3,3,5,2,7,2,3,1,0,0,0,2,8,3,1,4,1,0,1,1,7,5,5,1
627,0,1,1,4,2,2,0,3,2,2,7,2,8,7,0,0,3,2,2,3,3,2,0,1,1,2,0,5,5,0
627,0,1,1,2,0,0,9,0,5,2,2,2,5,7,0,0,3,2,8,3,3,2,3,2,5,3,7,5,5,3
627,0,1,1,4,0,3,4,4,6,3,6,6,6,7,0,0,3,2,1,3,3,2,0,1,0,2,5,2,5,3
627,0,1,1,4,0,0,8,3,6,3,7,2,6,7,0,0,3,2,8,3,3,2,3,2,5,3,0,2,5,10
182,5,0,1,4,0,1,5,0,6,2,9,0,5,7,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,13
804,2,4,0,4,0,3,7,3,6,3,6,2,5,1,0,0,0,2,8,1,1,2,0,1,0,2,0,2,5,1
632,5,1,1,4,0,1,0,3,6,3,6,4,5,0,0,0,3,2,8,2,1,2,2,1,1,2,7,5,6,1
632,5,1,1,1,0,2,3,3,4,3,6,2,5,0,0,0,3,2,8,2,1,4,1,1,3,2,0,2,5,10
516,5,0,1,7,4,6,4,1,0,3,2,6,5,7,0,0,3,2,8,2,1,2,2,0,0,1,0,2,5,10
516,5,0,1,1,0,0,3,3,6,3,6,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,17
940,4,2,1,1,0,2,0,3,0,3,6,2,6,1,0,0,3,2,6,2,1,2,0,1,0,1,0,2,5,2
940,4,1,1,1,0,2,15,3,6,3,6,2,6,1,0,0,3,2,2,2,1,2,2,0,0,2,7,5,5,12
619,4,1,1,4,0,0,15,3,2,2,6,2,5,0,0,0,3,2,8,1,1,2,3,2,5,3,6,2,5,11
1045,5,0,1,4,0,2,3,3,6,2,7,2,5,7,0,0,3,2,2,6,2,2,0,1,0,2,0,2,5,12
1045,5,0,1,4,0,2,4,3,6,2,9,0,5,7,0,0,3,2,8,6,2,2,3,2,5,3,7,5,5,13
1045,5,1,1,4,0,1,4,3,6,2,2,4,5,7,0,0,3,2,8,6,2,2,3,2,5,3,0,2,5,13
1045,5,2,1,4,0,0,3,3,6,2,7,2,5,7,0,0,3,2,8,6,2,2,0,1,1,2,2,2,5,9
1045,5,1,1,4,0,2,16,3,6,2,1,2,5,7,0,0,3,2,8,6,2,3,0,1,1,2,2,2,5,10
1045,5,2,1,4,0,4,3,4,6,3,14,6,5,7,0,0,3,2,8,6,2,2,3,2,5,3,3,2,5,9
218,6,0,1,4,0,2,3,3,5,2,4,4,6,7,0,0,3,2,2,2,2,2,0,1,1,2,0,2,5,12
218,6,0,1,4,2,2,10,3,6,2,7,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,3
218,6,0,1,7,2,2,0,3,5,3,7,7,5,7,0,0,3,2,2,2,2,2,3,2,5,3,0,2,5,10
423,0,0,1,4,0,2,0,3,2,2,2,7,5,1,5,0,3,2,8,1,1,3,0,1,1,1,7,5,5,13
919,6,1,1,2,0,1,8,3,2,2,2,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,7,5,5,1
919,6,1,1,0,0,2,17,3,6,2,7,2,5,1,0,0,3,2,8,2,1,4,0,1,0,2,0,2,5,10
555,0,0,1,4,0,3,14,3,6,2,7,1,5,0,0,0,3,2,8,2,1,4,0,1,4,2,2,2,5,3
555,0,0,1,4,0,4,17,0,1,3,1,2,5,0,0,0,3,2,8,2,1,2,2,1,4,2,0,2,1,10
369,3,0,1,1,0,2,0,3,1,3,7,4,5,0,0,0,3,2,8,2,1,2,0,1,0,2,7,5,5,12
369,3,2,1,1,0,1,0,3,2,3,6,4,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,1
476,2,0,1,4,0,1,3,3,2,2,2,2,5,1,0,0,3,2,8,3,2,2,0,1,1,2,0,2,5,11
476,2,2,1,4,0,0,10,3,1,3,6,2,5,1,0,0,3,2,8,3,2,4,3,2,5,3,1,2,5,12
476,2,1,1,4,0,1,10,4,6,2,6,4,7,1,0,0,3,2,8,3,2,2,1,0,3,2,7,5,5,0
982,4,1,1,4,0,1,4,3,1,2,7,4,5,2,0,0,3,2,8,1,1,1,0,1,0,2,4,2,5,18
91,5,1,1,4,0,3,4,0,6,3,9,2,5,7,0,0,3,2,6,1,1,2,1,0,0,2,0,2,5,4
457,6,2,1,2,0,4,8,3,1,2,6,2,6,1,0,0,3,2,2,2,2,2,0,1,0,2,3,2,5,3
457,6,0,1,4,0,1,0,3,1,3,9,7,5,1,0,0,3,2,8,2,2,2,1,0,0,2,3,2,5,4
457,6,0,1,2,0,3,0,3,5,2,9,2,5,1,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,3
619,3,2,1,4,0,3,0,3,6,2,7,0,5,7,0,0,3,2,2,1,1,2,0,1,1,2,7,5,5,11
78,6,0,1,2,0,2,3,3,6,2,3,1,5,7,0,0,3,2,8,2,1,2,0,1,0,1,0,2,5,3
78,6,3,1,4,0,3,3,0,6,2,7,4,5,7,0,0,3,2,8,2,1,3,3,2,5,3,0,2,5,1
891,6,0,1,4,0,0,0,3,6,2,7,4,5,1,0,0,3,2,8,1,1,2,3,2,5,3,3,2,5,9
743,6,1,1,4,0,1,14,3,6,2,1,1,6,0,0,3,0,4,6,2,3,4,0,1,0,2,0,2,5,3
743,6,1,1,1,0,1,17,3,6,2,7,4,5,0,0,3,0,4,6,2,3,2,3,2,5,3,7,2,5,1
743,6,0,1,1,1,2,7,3,6,2,7,4,5,0,0,3,0,4,1,2,3,2,0,1,1,2,0,2,5,3
388,5,1,1,4,0,2,13,3,6,2,7,4,5,7,0,0,3,2,8,1,2,2,0,1,0,2,7,5,5,3
388,5,1,1,2,2,2,5,3,4,2,6,2,5,7,0,0,3,2,8,1,2,2,3,2,5,3,0,2,5,3
299,3,1,1,4,0,3,8,3,1,2,7,2,6,7,0,0,3,2,8,2,1,13,0,1,3,2,7,5,5,1
299,3,0,1,4,0,4,4,3,6,2,9,2,5,7,0,0,3,2,1,2,1,3,0,1,1,2,3,3,5,1
275,2,2,1,4,1,4,5,3,2,2,7,4,5,7,0,0,3,2,1,2,1,13,1,0,1,2,0,2,5,3
275,2,0,1,4,0,3,6,3,5,2,7,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,16
343,0,1,1,2,2,2,0,3,6,3,2,4,5,1,0,0,3,2,8,1,1,2,0,1,1,2,2,2,5,1
471,2,2,1,1,2,2,0,3,0,0,6,4,5,1,3,0,3,2,8,2,1,13,0,1,1,2,7,5,5,10
471,2,0,1,4,0,1,0,3,3,2,12,7,5,1,0,0,3,2,2,2,1,2,0,1,0,2,7,5,5,13
105,4,2,1,4,0,1,14,3,1,2,7,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,2,2,5,1
105,4,0,1,0,0,2,17,3,0,2,6,4,5,1,0,0,3,2,2,2,1,2,2,0,4,2,0,2,5,1
632,4,4,0,4,2,1,11,3,0,2,9,7,3,0,0,3,3,2,8,1,1,2,0,1,4,2,0,2,5,16
938,1,0,1,7,4,6,11,3,0,2,4,1,5,1,0,0,3,3,8,2,1,2,3,2,5,3,7,5,5,13
938,1,1,1,4,0,1,14,3,1,2,7,4,5,1,0,0,3,3,2,2,1,2,0,1,1,2,0,2,5,4
587,3,1,1,4,0,2,0,3,0,2,9,4,5,1,0,3,3,2,8,2,1,2,3,2,5,3,7,5,5,16
587,3,0,1,4,0,1,2,3,0,2,1,2,5,1,0,3,3,2,8,2,1,4,1,0,3,2,0,2,5,12
408,3,1,1,1,0,0,0,3,5,1,6,7,5,1,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,9
1050,0,0,1,2,0,6,5,3,6,2,5,2,5,1,1,0,3,2,2,1,1,2,3,2,5,3,7,5,5,13
915,0,0,1,4,2,0,0,3,0,2,5,2,5,3,0,0,3,2,8,2,1,2,0,1,0,2,7,5,5,12
915,0,2,1,4,0,1,10,3,0,2,5,4,5,3,0,0,3,2,8,2,1,2,0,1,0,2,7,5,5,11
1032,4,1,1,4,0,0,13,0,4,2,5,4,5,1,0,0,3,2,8,2,1,2,0,0,1,2,7,5,5,1
1032,4,1,1,1,0,3,0,3,6,2,5,7,3,1,0,0,3,2,8,2,1,2,3,2,5,3,2,2,5,1
821,4,0,1,4,0,1,10,3,6,2,12,7,3,7,0,0,0,2,8,1,1,3,0,1,0,2,3,2,5,1
553,6,4,1,4,0,1,17,3,3,2,5,2,5,7,0,0,3,2,8,1,1,2,0,1,1,2,7,5,5,4
565,2,0,1,4,0,1,5,3,6,2,5,4,5,1,0,0,3,2,8,1,1,2,0,1,1,2,4,2,5,0
219,5,0,1,4,0,1,5,3,6,2,5,2,0,7,0,3,3,4,8,1,1,2,1,0,4,2,2,2,5,9
511,2,1,1,1,0,1,9,3,1,2,5,2,7,7,0,3,3,4,8,2,2,2,1,0,4,2,0,2,5,2
511,2,2,1,4,0,1,5,3,1,2,6,4,7,7,0,3,3,4,8,2,2,2,1,0,4,2,2,2,5,9
511,2,2,1,1,0,2,5,3,1,2,5,4,7,7,0,3,3,4,8,2,2,2,3,2,5,3,0,2,5,10
568,2,0,1,1,0,1,9,3,6,2,5,4,7,0,0,0,3,2,8,3,2,2,0,0,1,2,2,2,5,13
568,2,0,1,4,0,3,11,3,1,2,5,4,5,0,0,0,3,2,8,3,2,1,3,2,5,3,7,2,5,12
568,2,0,1,4,0,3,0,3,6,2,6,4,5,0,0,0,3,2,8,3,2,2,3,2,5,3,0,2,5,1
568,2,4,0,2,0,3,8,3,6,2,1,4,5,0,0,0,3,2,8,3,2,2,0,1,0,2,0,2,5,13
251,1,1,1,4,0,2,14,3,3,2,6,4,5,1,0,3,3,4,8,1,1,9,0,1,1,2,3,2,5,10
934,6,0,1,4,2,1,7,3,1,2,7,2,6,1,0,0,3,2,8,3,1,3,3,2,5,3,7,5,5,3
934,6,0,1,1,0,0,17,3,3,2,9,2,5,1,0,0,3,2,8,3,1,2,2,0,0,2,7,5,5,10
934,6,3,0,4,0,1,0,3,3,2,9,7,5,1,0,0,3,2,2,3,1,3,0,0,0,2,1,2,5,9
397,5,3,1,4,0,2,14,3,6,2,9,4,5,7,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,10
397,5,1,1,7,4,6,8,3,3,2,7,4,5,7,0,0,3,2,1,2,2,13,1,1,1,2,2,2,5,9
407,4,0,1,1,2,2,5,3,6,2,6,2,5,1,0,0,3,2,8,1,1,2,1,0,0,2,0,2,5,11
102,1,1,1,2,1,3,0,3,6,3,7,2,5,6,0,3,3,4,2,1,1,13,0,1,4,1,0,2,5,0
185,1,0,1,4,0,3,17,3,3,3,7,7,5,7,0,3,3,4,8,2,2,2,0,1,1,2,0,2,5,10
185,1,1,1,4,0,0,5,3,2,3,6,2,5,7,0,3,3,4,8,2,2,13,3,2,5,3,0,2,5,13
526,1,0,1,2,2,6,5,3,4,3,2,7,5,0,0,3,3,4,8,1,2,2,3,2,5,3,0,2,5,10
526,1,0,1,4,0,1,5,3,5,2,7,2,5,0,0,3,3,4,8,1,2,2,0,0,3,1,0,2,5,11
454,0,3,1,4,0,2,8,3,6,3,7,1,5,7,0,0,3,2,8,2,1,2,0,0,1,2,0,2,5,9
454,0,3,1,4,0,1,8,3,6,3,6,0,5,7,0,0,3,2,6,2,1,2,3,2,5,3,0,2,5,11
666,5,0,1,4,0,3,0,3,6,3,6,1,6,7,0,0,3,2,2,1,1,2,1,1,2,2,7,2,5,10
419,4,0,1,1,0,2,7,3,6,3,6,4,5,1,0,0,3,2,8,1,1,4,2,1,1,2,7,2,6,11
309,0,1,1,4,0,2,17,3,6,2,6,0,5,5,0,0,3,2,8,1,1,4,2,0,0,2,7,2,1,3
813,2,0,1,0,0,0,0,3,5,3,14,2,5,7,0,3,0,8,2,1,1,2,0,1,1,2,7,2,5,7
511,4,1,1,1,0,3,6,3,4,3,6,4,5,7,0,0,3,2,8,2,2,2,3,2,5,3,7,2,5,3
